"","year_el","state","pc_no","n_college"
"836",1996,"punjab",2,2
"837",1996,"punjab",3,1
"838",1996,"punjab",4,2
"839",1996,"punjab",6,1
"840",1996,"punjab",7,5
"841",1996,"punjab",8,2
"842",1996,"punjab",9,3
"843",1996,"punjab",11,2
"844",1996,"punjab",12,6
"845",1996,"punjab",13,1
"846",1996,"rajasthan",1,3
"847",1996,"rajasthan",2,3
"848",1996,"rajasthan",3,1
"849",1996,"rajasthan",4,2
"850",1996,"rajasthan",5,1
"851",1996,"rajasthan",6,4
"852",1996,"rajasthan",7,3
"853",1996,"rajasthan",9,3
"854",1996,"rajasthan",10,1
"855",1996,"rajasthan",11,4
"856",1996,"rajasthan",12,2
"857",1996,"rajasthan",13,1
"858",1996,"rajasthan",16,2
"859",1996,"rajasthan",17,1
"860",1996,"rajasthan",18,2
"861",1996,"rajasthan",19,1
"862",1996,"rajasthan",22,1
"863",1996,"rajasthan",23,2
"864",1996,"rajasthan",24,2
"865",1996,"rajasthan",25,2
"866",1996,"sikkim",1,1
"867",1996,"tamil nadu",1,6
"868",1996,"tamil nadu",2,5
"869",1996,"tamil nadu",3,2
"870",1996,"tamil nadu",4,8
"871",1996,"tamil nadu",5,5
"872",1996,"tamil nadu",6,1
"873",1996,"tamil nadu",8,2
"874",1996,"tamil nadu",9,4
"875",1996,"tamil nadu",10,1
"876",1996,"tamil nadu",11,3
"877",1996,"tamil nadu",13,2
"878",1996,"tamil nadu",14,1
"879",1996,"tamil nadu",15,5
"880",1996,"tamil nadu",16,3
"881",1996,"tamil nadu",17,1
"882",1996,"tamil nadu",18,2
"883",1996,"tamil nadu",19,3
"884",1996,"tamil nadu",20,14
"885",1996,"tamil nadu",21,3
"886",1996,"tamil nadu",22,2
"887",1996,"tamil nadu",24,5
"888",1996,"tamil nadu",25,2
"889",1996,"tamil nadu",26,1
"890",1996,"tamil nadu",27,4
"891",1996,"tamil nadu",28,2
"892",1996,"tamil nadu",29,2
"893",1996,"tamil nadu",30,1
"894",1996,"tamil nadu",31,3
"895",1996,"tamil nadu",32,2
"896",1996,"tamil nadu",33,2
"897",1996,"tamil nadu",34,3
"898",1996,"tamil nadu",35,2
"899",1996,"tamil nadu",36,4
"900",1996,"tamil nadu",38,1
"901",1996,"tamil nadu",39,2
"902",1996,"telangana",5,1
"903",1996,"telangana",29,1
"904",1996,"telangana",30,6
"905",1996,"telangana",31,31
"906",1996,"telangana",32,2
"907",1996,"telangana",33,1
"908",1996,"telangana",34,2
"909",1996,"telangana",35,1
"910",1996,"telangana",36,5
"911",1996,"telangana",37,6
"912",1996,"telangana",38,7
"913",1996,"telangana",39,2
"914",1996,"telangana",40,6
"915",1996,"telangana",41,2
"916",1996,"telangana",42,1
"917",1996,"tripura",1,1
"918",1996,"uttar pradesh",1,2
"919",1996,"uttar pradesh",2,1
"920",1996,"uttar pradesh",3,1
"921",1996,"uttar pradesh",4,1
"922",1996,"uttar pradesh",5,1
"923",1996,"uttar pradesh",6,2
"924",1996,"uttar pradesh",7,1
"925",1996,"uttar pradesh",8,1
"926",1996,"uttar pradesh",9,1
"927",1996,"uttar pradesh",10,2
"928",1996,"uttar pradesh",11,1
"929",1996,"uttar pradesh",12,2
"930",1996,"uttar pradesh",13,1
"931",1996,"uttar pradesh",16,10
"932",1996,"uttar pradesh",17,1
"933",1996,"uttar pradesh",18,1
"934",1996,"uttar pradesh",20,2
"935",1996,"uttar pradesh",22,2
"936",1996,"uttar pradesh",23,3
"937",1996,"uttar pradesh",24,4
"938",1996,"uttar pradesh",25,2
"939",1996,"uttar pradesh",29,2
"940",1996,"uttar pradesh",30,1
"941",1996,"uttar pradesh",31,2
"942",1996,"uttar pradesh",33,1
"943",1996,"uttar pradesh",34,2
"944",1996,"uttar pradesh",36,1
"945",1996,"uttar pradesh",37,3
"946",1996,"uttar pradesh",38,2
"947",1996,"uttar pradesh",39,1
"948",1996,"uttar pradesh",41,3
"949",1996,"uttar pradesh",44,2
"950",1996,"uttar pradesh",46,1
"951",1996,"uttar pradesh",47,2
"952",1996,"uttar pradesh",48,4
"953",1996,"uttar pradesh",49,2
"954",1996,"uttar pradesh",50,4
"955",1996,"uttar pradesh",51,2
"956",1996,"uttar pradesh",52,4
"957",1996,"uttar pradesh",56,1
"958",1996,"uttar pradesh",57,1
"959",1996,"uttar pradesh",58,1
"960",1996,"uttar pradesh",59,2
"961",1996,"uttar pradesh",60,1
"962",1996,"uttar pradesh",61,5
"963",1996,"uttar pradesh",62,1
"964",1996,"uttar pradesh",64,1
"965",1996,"uttar pradesh",66,2
"966",1996,"uttar pradesh",67,2
"967",1996,"uttar pradesh",69,2
"968",1996,"uttar pradesh",70,4
"969",1996,"uttar pradesh",71,2
"970",1996,"uttar pradesh",72,4
"971",1996,"uttar pradesh",73,3
"972",1996,"uttar pradesh",74,2
"973",1996,"uttar pradesh",75,5
"974",1996,"uttar pradesh",76,9
"975",1996,"uttar pradesh",77,9
"976",1996,"uttar pradesh",78,2
"977",1996,"uttar pradesh",79,1
"978",1996,"uttarakhand",1,3
"979",1996,"uttarakhand",2,1
"980",1996,"uttarakhand",3,4
"981",1996,"uttarakhand",4,2
"982",1996,"uttarakhand",5,3
"983",1996,"west bengal",2,1
"984",1996,"west bengal",3,1
"985",1996,"west bengal",4,1
"986",1996,"west bengal",13,1
"987",1996,"west bengal",17,1
"988",1996,"west bengal",20,3
"989",1996,"west bengal",23,1
"990",1996,"west bengal",30,1
"991",1996,"west bengal",32,1
"992",1996,"west bengal",37,2
"993",1996,"west bengal",39,1
"994",1998,"andaman and nicobar islands",1,1
"995",1998,"assam",2,2
"996",1998,"assam",3,1
"997",1998,"assam",4,1
"998",1998,"assam",7,1
"999",1998,"assam",13,2
"1000",1998,"bihar",10,1
"1001",1998,"bihar",11,1
"1002",1998,"bihar",32,2
"1003",1998,"bihar",35,1
"1004",1998,"chhattisgarh",2,2
"1005",1998,"chhattisgarh",4,1
"1006",1998,"chhattisgarh",6,1
"1007",1998,"chhattisgarh",7,1
"1008",1998,"chhattisgarh",10,1
"1009",1998,"chhattisgarh",11,2
"1010",1998,"delhi",1,2
"1011",1998,"delhi",3,2
"1012",1998,"delhi",7,1
"1013",1998,"goa",1,1
"1014",1998,"gujarat",2,1
"1015",1998,"gujarat",3,3
"1016",1998,"gujarat",4,5
"1017",1998,"gujarat",6,4
"1018",1998,"gujarat",7,1
"1019",1998,"gujarat",11,6
"1020",1998,"gujarat",12,2
"1021",1998,"gujarat",15,2
"1022",1998,"gujarat",20,2
"1023",1998,"gujarat",24,6
"1024",1998,"gujarat",25,1
"1025",1998,"haryana",1,2
"1026",1998,"haryana",3,2
"1027",1998,"haryana",5,1
"1028",1998,"haryana",6,2
"1029",1998,"haryana",7,1
"1030",1998,"haryana",8,1
"1031",1998,"haryana",9,1
"1032",1998,"haryana",10,2
"1033",1998,"himachal pradesh",1,1
"1034",1998,"jammu and kashmir",1,1
"1035",1998,"jammu and kashmir",2,2
"1036",1998,"jammu and kashmir",5,1
"1037",1998,"jammu and kashmir",6,2
"1038",1998,"jharkhand",13,1
"1039",1998,"karnataka",1,1
"1040",1998,"karnataka",2,3
"1041",1998,"karnataka",5,2
"1042",1998,"karnataka",6,2
"1043",1998,"karnataka",8,1
"1044",1998,"karnataka",9,2
"1045",1998,"karnataka",10,4
"1046",1998,"karnataka",11,7
"1047",1998,"karnataka",12,4
"1048",1998,"karnataka",13,13
"1049",1998,"karnataka",14,1
"1050",1998,"karnataka",15,1
"1051",1998,"karnataka",16,1
"1052",1998,"karnataka",18,3
"1053",1998,"karnataka",22,1
"1054",1998,"karnataka",24,3
"1055",1998,"karnataka",25,1
"1056",1998,"karnataka",26,1
"1057",1998,"karnataka",27,3
"1058",1998,"karnataka",28,3
"1059",1998,"kerala",1,1
"1060",1998,"kerala",8,1
"1061",1998,"kerala",10,2
"1062",1998,"kerala",13,1
"1063",1998,"kerala",14,2
"1064",1998,"kerala",17,1
"1065",1998,"kerala",20,1
"1066",1998,"madhya pradesh",1,3
"1067",1998,"madhya pradesh",2,1
"1068",1998,"madhya pradesh",3,3
"1069",1998,"madhya pradesh",6,2
"1070",1998,"madhya pradesh",9,4
"1071",1998,"madhya pradesh",12,2
"1072",1998,"madhya pradesh",14,2
"1073",1998,"madhya pradesh",16,1
"1074",1998,"madhya pradesh",17,1
"1075",1998,"madhya pradesh",18,6
"1076",1998,"madhya pradesh",20,1
"1077",1998,"madhya pradesh",23,1
"1078",1998,"madhya pradesh",24,1
"1079",1998,"madhya pradesh",26,1
"1080",1998,"madhya pradesh",29,1
"1081",1998,"maharashtra",1,2
"1082",1998,"maharashtra",3,4
"1083",1998,"maharashtra",4,1
"1084",1998,"maharashtra",5,1
"1085",1998,"maharashtra",8,4
"1086",1998,"maharashtra",9,2
"1087",1998,"maharashtra",10,1
"1088",1998,"maharashtra",12,4
"1089",1998,"maharashtra",13,1
"1090",1998,"maharashtra",14,2
"1091",1998,"maharashtra",16,2
"1092",1998,"maharashtra",17,1
"1093",1998,"maharashtra",19,2
"1094",1998,"maharashtra",20,4
"1095",1998,"maharashtra",21,1
"1096",1998,"maharashtra",23,2
"1097",1998,"maharashtra",25,2
"1098",1998,"maharashtra",26,1
"1099",1998,"maharashtra",28,1
"1100",1998,"maharashtra",29,1
"1101",1998,"maharashtra",30,4
"1102",1998,"maharashtra",31,4
"1103",1998,"maharashtra",32,1
"1104",1998,"maharashtra",33,3
"1105",1998,"maharashtra",35,3
"1106",1998,"maharashtra",36,1
"1107",1998,"maharashtra",37,1
"1108",1998,"maharashtra",38,2
"1109",1998,"maharashtra",40,1
"1110",1998,"maharashtra",41,2
"1111",1998,"maharashtra",42,4
"1112",1998,"maharashtra",43,6
"1113",1998,"maharashtra",45,1
"1114",1998,"maharashtra",47,3
"1115",1998,"maharashtra",48,2
"1116",1998,"mizoram",1,1
"1117",1998,"odisha",1,1
"1118",1998,"odisha",2,1
"1119",1998,"odisha",4,1
"1120",1998,"odisha",5,2
"1121",1998,"odisha",6,3
"1122",1998,"odisha",9,3
"1123",1998,"odisha",11,2
"1124",1998,"odisha",12,1
"1125",1998,"odisha",13,1
"1126",1998,"odisha",15,3
"1127",1998,"odisha",16,1
"1128",1998,"odisha",17,3
"1129",1998,"odisha",20,2
"1130",1998,"puducherry",1,1
"1131",1998,"punjab",1,2
"1132",1998,"punjab",6,1
"1133",1998,"punjab",7,1
"1134",1998,"punjab",8,4
"1135",1998,"punjab",9,5
"1136",1998,"punjab",11,2
"1137",1998,"punjab",12,6
"1138",1998,"rajasthan",1,2
"1139",1998,"rajasthan",2,1
"1140",1998,"rajasthan",4,1
"1141",1998,"rajasthan",5,1
"1142",1998,"rajasthan",6,4
"1143",1998,"rajasthan",9,2
"1144",1998,"rajasthan",10,1
"1145",1998,"rajasthan",11,1
"1146",1998,"rajasthan",18,2
"1147",1998,"rajasthan",19,1
"1148",1998,"rajasthan",23,1
"1149",1998,"tamil nadu",1,2
"1150",1998,"tamil nadu",2,1
"1151",1998,"tamil nadu",3,4
"1152",1998,"tamil nadu",4,7
"1153",1998,"tamil nadu",6,1
"1154",1998,"tamil nadu",7,2
"1155",1998,"tamil nadu",9,5
"1156",1998,"tamil nadu",10,5
"1157",1998,"tamil nadu",11,2
"1158",1998,"tamil nadu",12,2
"1159",1998,"tamil nadu",13,3
"1160",1998,"tamil nadu",15,2
"1161",1998,"tamil nadu",16,2
"1162",1998,"tamil nadu",17,1
"1163",1998,"tamil nadu",18,2
"1164",1998,"tamil nadu",19,2
"1165",1998,"tamil nadu",20,9
"1166",1998,"tamil nadu",21,3
"1167",1998,"tamil nadu",22,1
"1168",1998,"tamil nadu",23,3
"1169",1998,"tamil nadu",24,4
"1170",1998,"tamil nadu",25,1
"1171",1998,"tamil nadu",27,8
"1172",1998,"tamil nadu",28,1
"1173",1998,"tamil nadu",31,2
"1174",1998,"tamil nadu",33,2
"1175",1998,"tamil nadu",34,2
"1176",1998,"tamil nadu",35,2
"1177",1998,"tamil nadu",36,5
"1178",1998,"tamil nadu",39,2
"1179",1998,"telangana",28,2
"1180",1998,"telangana",29,4
"1181",1998,"telangana",30,2
"1182",1998,"telangana",31,11
"1183",1998,"telangana",34,2
"1184",1998,"telangana",35,1
"1185",1998,"telangana",37,1
"1186",1998,"telangana",38,5
"1187",1998,"telangana",39,1
"1188",1998,"telangana",40,2
"1189",1998,"telangana",41,6
"1190",1998,"tripura",1,1
"1191",1998,"uttar pradesh",7,2
"1192",1998,"uttar pradesh",13,1
"1193",1998,"uttar pradesh",16,5
"1194",1998,"uttar pradesh",20,1
"1195",1998,"uttar pradesh",22,1
"1196",1998,"uttar pradesh",23,1
"1197",1998,"uttar pradesh",24,4
"1198",1998,"uttar pradesh",25,1
"1199",1998,"uttar pradesh",31,1
"1200",1998,"uttar pradesh",34,2
"1201",1998,"uttar pradesh",37,2
"1202",1998,"uttar pradesh",39,1
"1203",1998,"uttar pradesh",41,1
"1204",1998,"uttar pradesh",42,1
"1205",1998,"uttar pradesh",44,1
"1206",1998,"uttar pradesh",49,1
"1207",1998,"uttar pradesh",50,3
"1208",1998,"uttar pradesh",52,1
"1209",1998,"uttar pradesh",57,1
"1210",1998,"uttar pradesh",59,3
"1211",1998,"uttar pradesh",61,4
"1212",1998,"uttar pradesh",63,1
"1213",1998,"uttar pradesh",66,1
"1214",1998,"uttar pradesh",67,2
"1215",1998,"uttar pradesh",69,3
"1216",1998,"uttar pradesh",70,2
"1217",1998,"uttar pradesh",71,1
"1218",1998,"uttar pradesh",72,1
"1219",1998,"uttar pradesh",73,4
"1220",1998,"uttar pradesh",74,1
"1221",1998,"uttar pradesh",75,4
"1222",1998,"uttar pradesh",76,4
"1223",1998,"uttar pradesh",77,1
"1224",1998,"uttar pradesh",78,2
"1225",1998,"uttar pradesh",79,1
"1226",1998,"uttarakhand",1,1
"1227",1998,"uttarakhand",4,1
"1228",1998,"uttarakhand",5,1
"1229",1998,"west bengal",4,2
"1230",1998,"west bengal",8,1
"1231",1998,"west bengal",9,1
"1232",1998,"west bengal",10,1
"1233",1998,"west bengal",16,1
"1234",1998,"west bengal",23,1
"1235",1998,"west bengal",26,1
"1236",1998,"west bengal",30,1
"1237",1998,"west bengal",36,1
"1238",1998,"west bengal",38,2
"1239",1999,"arunachal pradesh",1,6
"1240",1999,"arunachal pradesh",2,3
"1241",1999,"assam",5,3
"1242",1999,"assam",6,1
"1243",1999,"assam",7,4
"1244",1999,"assam",8,4
"1245",1999,"assam",9,1
"1246",1999,"assam",10,1
"1247",1999,"assam",11,2
"1248",1999,"assam",14,2
"1249",1999,"bihar",10,1
"1250",1999,"bihar",24,1
"1251",1999,"bihar",32,2
"1252",1999,"bihar",34,1
"1253",1999,"bihar",35,2
"1254",1999,"chandigarh",1,2
"1255",1999,"chhattisgarh",1,4
"1256",1999,"chhattisgarh",2,5
"1257",1999,"chhattisgarh",3,11
"1258",1999,"chhattisgarh",4,6
"1259",1999,"chhattisgarh",5,2
"1260",1999,"chhattisgarh",6,14
"1261",1999,"chhattisgarh",7,7
"1262",1999,"chhattisgarh",9,3
"1263",1999,"chhattisgarh",10,22
"1264",1999,"chhattisgarh",11,4
"1265",1999,"daman and diu",1,1
"1266",1999,"delhi",1,1
"1267",1999,"delhi",2,14
"1268",1999,"delhi",3,21
"1269",1999,"delhi",4,7
"1270",1999,"delhi",73,1
"1271",1999,"goa",1,1
"1272",1999,"goa",2,1
"1273",1999,"gujarat",1,1
"1274",1999,"gujarat",2,6
"1275",1999,"gujarat",3,6
"1276",1999,"gujarat",4,17
"1277",1999,"gujarat",5,3
"1278",1999,"gujarat",6,15
"1279",1999,"gujarat",7,6
"1280",1999,"gujarat",8,6
"1281",1999,"gujarat",9,1
"1282",1999,"gujarat",10,7
"1283",1999,"gujarat",11,30
"1284",1999,"gujarat",12,25
"1285",1999,"gujarat",13,2
"1286",1999,"gujarat",14,4
"1287",1999,"gujarat",15,8
"1288",1999,"gujarat",16,7
"1289",1999,"gujarat",17,5
"1290",1999,"gujarat",18,4
"1291",1999,"gujarat",19,2
"1292",1999,"gujarat",20,16
"1293",1999,"gujarat",22,10
"1294",1999,"gujarat",23,7
"1295",1999,"gujarat",24,17
"1296",1999,"gujarat",25,5
"1297",1999,"gujarat",26,12
"1298",1999,"haryana",1,9
"1299",1999,"haryana",2,3
"1300",1999,"haryana",3,6
"1301",1999,"haryana",4,7
"1302",1999,"haryana",5,3
"1303",1999,"haryana",6,4
"1304",1999,"haryana",7,5
"1305",1999,"haryana",8,5
"1306",1999,"haryana",9,2
"1307",1999,"haryana",10,10
"1308",1999,"himachal pradesh",1,14
"1309",1999,"himachal pradesh",2,9
"1310",1999,"himachal pradesh",3,8
"1311",1999,"himachal pradesh",4,12
"1312",1999,"jammu and kashmir",1,9
"1313",1999,"jammu and kashmir",2,12
"1314",1999,"jammu and kashmir",3,3
"1315",1999,"jammu and kashmir",5,14
"1316",1999,"jammu and kashmir",6,34
"1317",1999,"jharkhand",3,2
"1318",1999,"jharkhand",5,1
"1319",1999,"jharkhand",8,4
"1320",1999,"karnataka",1,12
"1321",1999,"karnataka",2,20
"1322",1999,"karnataka",3,10
"1323",1999,"karnataka",4,4
"1324",1999,"karnataka",5,11
"1325",1999,"karnataka",6,22
"1326",1999,"karnataka",7,7
"1327",1999,"karnataka",8,14
"1328",1999,"karnataka",9,17
"1329",1999,"karnataka",10,8
"1330",1999,"karnataka",11,100
"1331",1999,"karnataka",12,88
"1332",1999,"karnataka",13,83
"1333",1999,"karnataka",14,4
"1334",1999,"karnataka",15,2
"1335",1999,"karnataka",16,9
"1336",1999,"karnataka",17,8
"1337",1999,"karnataka",18,39
"1338",1999,"karnataka",19,10
"1339",1999,"karnataka",20,6
"1340",1999,"karnataka",21,4
"1341",1999,"karnataka",22,10
"1342",1999,"karnataka",23,1
"1343",1999,"karnataka",24,17
"1344",1999,"karnataka",25,10
"1345",1999,"karnataka",26,5
"1346",1999,"karnataka",27,7
"1347",1999,"karnataka",28,9
"1348",1999,"kerala",1,23
"1349",1999,"kerala",2,15
"1350",1999,"kerala",3,10
"1351",1999,"kerala",4,11
"1352",1999,"kerala",5,14
"1353",1999,"kerala",6,11
"1354",1999,"kerala",7,10
"1355",1999,"kerala",8,12
"1356",1999,"kerala",9,12
"1357",1999,"kerala",10,8
"1358",1999,"kerala",11,27
"1359",1999,"kerala",12,18
"1360",1999,"kerala",13,16
"1361",1999,"kerala",14,19
"1362",1999,"kerala",15,9
"1363",1999,"kerala",16,11
"1364",1999,"kerala",17,4
"1365",1999,"kerala",18,14
"1366",1999,"kerala",19,5
"1367",1999,"kerala",20,16
"1368",1999,"kerala",21,1
"1369",1999,"kerala",39,1
"1370",1999,"kerala",61,1
"1371",1999,"madhya pradesh",1,3
"1372",1999,"madhya pradesh",2,11
"1373",1999,"madhya pradesh",3,24
"1374",1999,"madhya pradesh",4,4
"1375",1999,"madhya pradesh",5,11
"1376",1999,"madhya pradesh",6,6
"1377",1999,"madhya pradesh",7,2
"1378",1999,"madhya pradesh",8,8
"1379",1999,"madhya pradesh",9,7
"1380",1999,"madhya pradesh",10,3
"1381",1999,"madhya pradesh",11,6
"1382",1999,"madhya pradesh",12,4
"1383",1999,"madhya pradesh",14,27
"1384",1999,"madhya pradesh",15,5
"1385",1999,"madhya pradesh",16,5
"1386",1999,"madhya pradesh",17,12
"1387",1999,"madhya pradesh",18,77
"1388",1999,"madhya pradesh",19,13
"1389",1999,"madhya pradesh",20,9
"1390",1999,"madhya pradesh",21,1
"1391",1999,"madhya pradesh",22,5
"1392",1999,"madhya pradesh",23,3
"1393",1999,"madhya pradesh",24,3
"1394",1999,"madhya pradesh",25,2
"1395",1999,"madhya pradesh",26,28
"1396",1999,"madhya pradesh",27,5
"1397",1999,"madhya pradesh",28,2
"1398",1999,"madhya pradesh",29,7
"1399",1999,"madhya pradesh",37,1
"1400",1999,"maharashtra",1,4
"1401",1999,"maharashtra",2,6
"1402",1999,"maharashtra",3,13
"1403",1999,"maharashtra",5,2
"1404",1999,"maharashtra",6,12
"1405",1999,"maharashtra",7,6
"1406",1999,"maharashtra",8,16
"1407",1999,"maharashtra",9,11
"1408",1999,"maharashtra",10,36
"1409",1999,"maharashtra",11,3
"1410",1999,"maharashtra",12,24
"1411",1999,"maharashtra",13,5
"1412",1999,"maharashtra",14,3
"1413",1999,"maharashtra",15,10
"1414",1999,"maharashtra",16,9
"1415",1999,"maharashtra",17,15
"1416",1999,"maharashtra",18,9
"1417",1999,"maharashtra",19,10
"1418",1999,"maharashtra",20,8
"1419",1999,"maharashtra",21,10
"1420",1999,"maharashtra",22,2
"1421",1999,"maharashtra",23,38
"1422",1999,"maharashtra",24,8
"1423",1999,"maharashtra",25,11
"1424",1999,"maharashtra",26,9
"1425",1999,"maharashtra",27,6
"1426",1999,"maharashtra",28,16
"1427",1999,"maharashtra",29,4
"1428",1999,"maharashtra",30,12
"1429",1999,"maharashtra",31,9
"1430",1999,"maharashtra",32,11
"1431",1999,"maharashtra",33,34
"1432",1999,"maharashtra",34,20
"1433",1999,"maharashtra",35,18
"1434",1999,"maharashtra",36,9
"1435",1999,"maharashtra",37,6
"1436",1999,"maharashtra",38,7
"1437",1999,"maharashtra",39,12
"1438",1999,"maharashtra",40,11
"1439",1999,"maharashtra",41,18
"1440",1999,"maharashtra",42,38
"1441",1999,"maharashtra",43,37
"1442",1999,"maharashtra",44,9
"1443",1999,"maharashtra",45,8
"1444",1999,"maharashtra",46,5
"1445",1999,"maharashtra",47,5
"1446",1999,"maharashtra",48,7
"1447",1999,"manipur",1,3
"1448",1999,"manipur",2,6
"1449",1999,"meghalaya",1,9
"1450",1999,"meghalaya",2,5
"1451",1999,"mizoram",1,1
"1452",1999,"nagaland",1,3
"1453",1999,"nagaland",21,1
"1454",1999,"odisha",1,2
"1455",1999,"odisha",2,7
"1456",1999,"odisha",3,2
"1457",1999,"odisha",4,3
"1458",1999,"odisha",5,2
"1459",1999,"odisha",6,8
"1460",1999,"odisha",7,2
"1461",1999,"odisha",8,3
"1462",1999,"odisha",9,25
"1463",1999,"odisha",11,6
"1464",1999,"odisha",12,11
"1465",1999,"odisha",13,1
"1466",1999,"odisha",14,2
"1467",1999,"odisha",15,3
"1468",1999,"odisha",16,4
"1469",1999,"odisha",17,2
"1470",1999,"odisha",18,3
"1471",1999,"odisha",19,2
"1472",1999,"odisha",20,5
"1473",1999,"odisha",21,3
"1474",1999,"odisha",44,1
"1475",1999,"puducherry",1,8
"1476",1999,"puducherry",9,1
"1477",1999,"puducherry",10,2
"1478",1999,"punjab",1,5
"1479",1999,"punjab",2,9
"1480",1999,"punjab",3,4
"1481",1999,"punjab",4,11
"1482",1999,"punjab",5,7
"1483",1999,"punjab",6,7
"1484",1999,"punjab",7,15
"1485",1999,"punjab",8,10
"1486",1999,"punjab",9,13
"1487",1999,"punjab",10,5
"1488",1999,"punjab",11,4
"1489",1999,"punjab",12,10
"1490",1999,"punjab",13,3
"1491",1999,"punjab",16,1
"1492",1999,"punjab",43,1
"1493",1999,"rajasthan",1,17
"1494",1999,"rajasthan",2,9
"1495",1999,"rajasthan",3,3
"1496",1999,"rajasthan",4,28
"1497",1999,"rajasthan",5,15
"1498",1999,"rajasthan",6,54
"1499",1999,"rajasthan",7,10
"1500",1999,"rajasthan",8,9
"1501",1999,"rajasthan",9,11
"1502",1999,"rajasthan",10,9
"1503",1999,"rajasthan",11,8
"1504",1999,"rajasthan",12,8
"1505",1999,"rajasthan",13,4
"1506",1999,"rajasthan",14,1
"1507",1999,"rajasthan",15,3
"1508",1999,"rajasthan",16,2
"1509",1999,"rajasthan",17,2
"1510",1999,"rajasthan",18,11
"1511",1999,"rajasthan",19,14
"1512",1999,"rajasthan",20,5
"1513",1999,"rajasthan",21,2
"1514",1999,"rajasthan",22,3
"1515",1999,"rajasthan",23,1
"1516",1999,"rajasthan",24,14
"1517",1999,"rajasthan",25,2
"1518",1999,"rajasthan",29,1
"1519",1999,"rajasthan",69,1
"1520",1999,"sikkim",1,5
"1521",1999,"tamil nadu",1,13
"1522",1999,"tamil nadu",2,17
"1523",1999,"tamil nadu",3,14
"1524",1999,"tamil nadu",4,23
"1525",1999,"tamil nadu",5,13
"1526",1999,"tamil nadu",6,4
"1527",1999,"tamil nadu",7,10
"1528",1999,"tamil nadu",8,2
"1529",1999,"tamil nadu",9,4
"1530",1999,"tamil nadu",10,4
"1531",1999,"tamil nadu",11,4
"1532",1999,"tamil nadu",12,2
"1533",1999,"tamil nadu",13,2
"1534",1999,"tamil nadu",14,1
"1535",1999,"tamil nadu",15,7
"1536",1999,"tamil nadu",16,4
"1537",1999,"tamil nadu",17,9
"1538",1999,"tamil nadu",18,5
"1539",1999,"tamil nadu",19,5
"1540",1999,"tamil nadu",20,18
"1541",1999,"tamil nadu",21,1
"1542",1999,"tamil nadu",22,2
"1543",1999,"tamil nadu",23,3
"1544",1999,"tamil nadu",24,5
"1545",1999,"tamil nadu",25,1
"1546",1999,"tamil nadu",26,3
"1547",1999,"tamil nadu",27,10
"1548",1999,"tamil nadu",28,5
"1549",1999,"tamil nadu",29,2
"1550",1999,"tamil nadu",30,8
"1551",1999,"tamil nadu",31,7
"1552",1999,"tamil nadu",32,6
"1553",1999,"tamil nadu",33,4
"1554",1999,"tamil nadu",34,3
"1555",1999,"tamil nadu",35,5
"1556",1999,"tamil nadu",36,8
"1557",1999,"tamil nadu",38,4
"1558",1999,"tamil nadu",39,12
"1559",1999,"telangana",5,2
"1560",1999,"telangana",23,2
"1561",1999,"telangana",28,7
"1562",1999,"telangana",29,27
"1563",1999,"telangana",30,64
"1564",1999,"telangana",31,75
"1565",1999,"telangana",32,18
"1566",1999,"telangana",33,13
"1567",1999,"telangana",34,16
"1568",1999,"telangana",35,8
"1569",1999,"telangana",36,17
"1570",1999,"telangana",37,28
"1571",1999,"telangana",38,31
"1572",1999,"telangana",39,10
"1573",1999,"telangana",40,32
"1574",1999,"telangana",41,46
"1575",1999,"telangana",42,15
"1576",1999,"tripura",1,2
"1577",1999,"uttar pradesh",1,7
"1578",1999,"uttar pradesh",2,7
"1579",1999,"uttar pradesh",3,6
"1580",1999,"uttar pradesh",4,2
"1581",1999,"uttar pradesh",6,1
"1582",1999,"uttar pradesh",7,8
"1583",1999,"uttar pradesh",8,4
"1584",1999,"uttar pradesh",9,1
"1585",1999,"uttar pradesh",10,2
"1586",1999,"uttar pradesh",11,3
"1587",1999,"uttar pradesh",12,2
"1588",1999,"uttar pradesh",13,5
"1589",1999,"uttar pradesh",14,2
"1590",1999,"uttar pradesh",15,10
"1591",1999,"uttar pradesh",16,18
"1592",1999,"uttar pradesh",17,7
"1593",1999,"uttar pradesh",18,4
"1594",1999,"uttar pradesh",19,1
"1595",1999,"uttar pradesh",20,5
"1596",1999,"uttar pradesh",21,6
"1597",1999,"uttar pradesh",22,5
"1598",1999,"uttar pradesh",23,5
"1599",1999,"uttar pradesh",24,6
"1600",1999,"uttar pradesh",25,3
"1601",1999,"uttar pradesh",26,1
"1602",1999,"uttar pradesh",27,2
"1603",1999,"uttar pradesh",28,2
"1604",1999,"uttar pradesh",29,6
"1605",1999,"uttar pradesh",30,1
"1606",1999,"uttar pradesh",31,2
"1607",1999,"uttar pradesh",32,4
"1608",1999,"uttar pradesh",33,1
"1609",1999,"uttar pradesh",34,15
"1610",1999,"uttar pradesh",35,3
"1611",1999,"uttar pradesh",36,2
"1612",1999,"uttar pradesh",37,1
"1613",1999,"uttar pradesh",38,9
"1614",1999,"uttar pradesh",39,9
"1615",1999,"uttar pradesh",40,7
"1616",1999,"uttar pradesh",41,9
"1617",1999,"uttar pradesh",42,1
"1618",1999,"uttar pradesh",43,4
"1619",1999,"uttar pradesh",44,12
